Year,Region,State,County,Total percentAvg pay,AverageWage,Management percent,Management pay,Business and financial operations percent,Business and financial operations pay,Computer and mathematical percent,Computer and mathematical pay,Architecture and engineering percent,Architecture and engineering pay,"Life, physical, and social science percent","Life, physical, and social science pay",Community and social service percent,Community and social service pay,Legal percent,Legal pay,"Education, training, and library percent","Education, training, and library pay","Arts, design, entertainment, sports, and media percent","Arts, design, entertainment, sports, and media pay",Healthcare practitioners and technical percent,Healthcare practitioners and technical pay,Healthcare support percent,Healthcare support pay,Protective service percent,Protective service pay,Food preparation and serving related percent,Food preparation and serving related pay,Building and grounds cleaning and maintenance percent,Building and grounds cleaning and maintenance pay,Personal care and service percent,Personal care and service pay,Sales and related percent,Sales and related pay,Office and administrative support percent,Office and administrative support pay,"Farming, fishing, and forestry percent","Farming, fishing, and forestry pay",Construction and extraction percent,Construction and extraction pay,"Installation, maintenance, and repair percent","Installation, maintenance, and repair pay",Production percent,Production pay,Transportation and material moving percent,Transportation and material moving pay
May 2020,mountain-plains,Missouri,Joplin,100,19.8,4.1,43.28,3.2,28.59,1.2,32.63,0.8,35.76,0.3,31.19,1.6,19.38,0.5,31.34,5.3,23.13,1.1,20.13,7.6,28.74,5.6,12.54,1.2,19.61,8.3,11.73,3,12.97,1.5,13.56,9.7,16.07,13.4,16.91,0.2,16.54,3.2,21.39,4.7,22.44,11.8,17.73,11.7,17.75
May 2018,mountain-plains,Kansas,Kansas City,100,24.14,5,55.63,6.3,34.59,4.3,37.82,1.9,38.38,0.6,34.04,1.2,21.37,0.8,44.15,5.1,23.84,1.3,26.11,6.3,36.67,2.4,15.1,2.1,22.16,9,11.34,2.7,14.62,3.4,12.47,10,20.46,16.7,18.23,0.1,15.34,3.9,26.25,3.9,22.76,6.1,19.43,6.8,18.12
May 2019,mountain-plains,Kansas,Kansas City,100,24.82,5.2,55.96,6.7,35.78,4.3,39.37,1.8,37.85,0.7,34.57,1.2,21.63,0.9,41.57,5.1,23.84,1.3,25.22,6.5,36.69,3.7,14.04,2.1,22.98,8.9,12.09,2.6,15.42,2.1,13.93,9.9,21.04,14,19.27,0.1,15.92,4,26.62,3.8,23.49,6,20.12,8.9,17.54
May 2020,mountain-plains,Kansas,Kansas City,100,26.21,5.5,57.08,7.3,36.85,4.6,40.78,1.8,39.21,0.8,34.15,1.3,22.53,0.9,43.94,5.1,24.57,1.2,25.77,6.7,38.68,3.8,14.52,2.1,24.13,8,12.62,2.5,16.32,1.9,14.12,9.6,22.76,13.7,20.05,0.1,15.92,4.1,27.56,4,24.32,5.9,20.92,9.2,18.15
May 2018,mountain-plains,Kansas,Lawrence,100,20.57,4.7,44.14,3.5,28.2,2.9,32.76,1,31.91,0.6,28.24,1.3,20.3,0.4,35.12,10.8,30.18,2.3,19.3,4.9,35.35,2.1,14.55,1.9,20.73,13.9,10.59,3.4,14.24,3.8,11.57,10.2,14.96,15.4,16.18,,,3.1,21.99,3.4,21.7,6,16.65,4.3,15.58
May 2020,mountain-plains,Kansas,Lawrence,100,21.7,5,45.61,3.8,29.28,2.4,32.37,1.2,33.9,1.7,28.36,1.5,21.21,0.5,39.66,10.9,29.89,2.1,18.27,5,35.75,3.8,14,1.8,23.57,12.9,11.21,3,14.79,3,12.33,9.4,17.16,12.9,17.46,,,3.4,22.24,3.7,23.25,5.7,18.35,6.3,15.33
May 2019,mountain-plains,Utah,Logan,100,20.19,5.8,37.3,4.3,24.8,3,33.74,2.2,30.12,1,27.04,1.4,19.93,0.5,,10.2,23.29,1.2,23.95,3.9,35.45,3.4,13.37,1.1,18.11,7.9,10.97,3.1,12.68,1.9,12.57,9.2,16.31,12.5,16.05,0.1,17.07,4.5,18.95,3.6,20.46,12.2,16.95,7.2,16.24
May 2020,mountain-plains,Utah,Logan,100,20.54,5.6,38.46,4.5,25.53,3.1,33.21,2.5,29.6,1.1,24.66,1,22.33,0.5,,9.1,19.8,1.4,21.75,3.7,42.27,4.1,14.11,1,18.5,8.3,11.03,3.1,13.1,2,12.95,9.1,18.31,11.7,16.42,0.1,18.76,4.8,19.85,3.7,21.52,13.2,17.63,6.4,16.94
May 2020,mountain-plains,Kansas,Manhattan,100,21.61,5.1,47.46,5.5,29.44,2,29.74,1.3,34.11,1.4,28.02,1.7,19.36,0.4,35.55,10.8,29.01,1.6,26.52,5.7,31.46,4.6,13.21,1.8,21.5,10.4,10.37,3.6,13.49,2.9,12.35,9.1,16.21,12,16.22,0.1,20.78,5.5,22.62,4.5,21.98,5.1,19.33,4.8,15.05
May 2020,mountain-plains,Montana,Missoula,100,21.79,4.3,45.05,5.3,32.09,2.3,32.47,1.5,30.99,2.1,27.5,2.1,19.37,1.2,32.1,6.1,21.03,2.3,18.48,6.5,38.22,5,14.65,1.5,25.26,10.8,11.86,3.8,14.15,2.4,13.64,10.2,18.41,13.8,17.88,0.4,18.44,4.5,23.79,4.6,22.13,3.2,18.42,6.3,16.85
May 2018,mountain-plains,Utah,Ogden,100,22.16,5.9,43.08,6.2,31.47,2.7,39.93,2.7,40.53,0.5,32.35,1.3,22.47,0.4,32,6.2,22.19,0.9,23.58,4.5,37.71,2.6,15.01,1.4,19.79,8,10.59,3.1,13.74,3.1,12.08,8.4,16.86,15.3,16.82,,15.04,6.6,21.7,4.3,23.51,9,18.71,6.8,17.33
May 2019,mountain-plains,Utah,Ogden,100,22.34,6.2,42.15,6.3,32.14,2.7,38.87,2.8,39.32,0.5,36.45,1.2,23.27,0.4,32.44,6.5,20.61,1,22.52,4.4,36.72,3.5,14.56,1.4,21.16,7.7,11.09,2.9,13.71,2.3,12.7,8.7,16.51,13,17.57,,15.21,6.6,22.05,4.4,23.82,9.1,18.88,8.3,17.61
May 2020,mountain-plains,Utah,Ogden,100,23.08,6.1,42.69,6.9,32.47,2.9,39.07,3,39.27,0.5,33.69,1.2,23.48,0.3,32.64,6.6,21.32,1,21.55,4.5,38.58,3.6,15.04,1.3,21.54,7.2,11.26,2.9,14.37,1.9,12.89,8.9,17.26,13.1,18.22,,18.72,6.8,22.71,4.4,24.37,8.6,19.85,8.3,17.82
May 2018,mountain-plains,Utah,Provo,100,22.89,7.2,47.67,4.7,29.81,5,41.31,1.6,34.32,0.8,30.62,1.9,19.97,0.5,43.69,7.6,28.41,1.8,22.96,4.3,33.47,3.1,13.92,1.1,18.02,7.6,11.01,2.8,12.59,2.9,12.15,9.7,18.35,15.9,16.12,0.1,10.88,8.2,21.58,2.9,21.8,6.1,16.51,4.3,15.25
May 2019,mountain-plains,Utah,Provo,100,23.54,7.2,48.67,5.1,30.31,4.9,40.92,1.3,36.03,0.7,32.65,1.7,22.83,0.5,52.28,7.5,28.41,1.9,21.7,4.1,34.08,3.8,14.25,1.1,18.99,7.5,11.68,3.1,12.95,2.6,12.94,9.9,20.11,14.1,17.08,0.1,11.76,7.8,21.74,3.2,23.08,6.6,16.93,5.2,15.5
May 2020,mountain-plains,Utah,Provo,100,24.03,7.2,49.06,5.4,30.37,4.6,40.02,1.3,35.4,0.7,32.41,1.6,24.56,0.5,52.19,7.7,29.02,1.9,21.35,4.5,33.14,3.8,15.24,1.2,19.49,6.9,11.91,3.1,14.18,2.6,13.77,9.7,20.72,14,17.91,0.1,12.48,8.2,21.92,3.1,24.14,6.4,17.9,5.5,15.81
May 2018,mountain-plains,Colorado,Pueblo,100,21.73,3,47.41,3.4,31.46,1,31.47,1.5,39.65,0.6,33.54,2.3,23.33,0.4,33.67,5.9,24.44,0.6,23.84,8.6,39.36,5,15.11,3.6,24.09,10.3,11.82,2.9,14.3,3.9,13.31,12,15.8,14.1,17.06,,,4.6,21.86,4.4,23.67,5.8,21.88,5.5,17.73
May 2020,mountain-plains,Colorado,Pueblo,100,23.63,3.3,52.8,3.8,32.02,1.1,35.81,1.4,42.92,1,36.25,2.6,24.07,0.4,32.02,5.7,25.11,0.7,24.06,8.6,41.04,7.6,15.66,3.7,25.17,9,13.44,2.9,15.31,1.4,16.01,11.1,18.31,13.8,18.91,,18.1,4.9,23.09,4.4,25.33,5.1,22.14,6.9,18.67
May 2018,mountain-plains,Utah,Salt Lake City,100,24.48,7.8,47.83,5.9,31.79,4.2,39.38,2.1,37.8,0.9,30.66,1.2,24.04,0.9,40.34,5.3,26.86,1.9,24.86,5.1,38.31,1.9,15.69,1.6,20.95,6.7,11.58,2.7,12.97,3,12.94,9.8,20.86,17.9,17.87,0.1,15.81,4.7,22.58,3.6,23.23,5.7,18.16,7.1,18.67
May 2019,mountain-plains,Utah,Salt Lake City,100,25.33,7.8,49.34,6.7,32.41,4.6,40.13,2,37.62,1.1,30.15,1.3,25.08,0.9,47.8,5.2,27.82,1.8,24.95,4.8,36.37,2.6,15.78,1.7,21.74,6.5,11.64,2.6,13.61,2.2,14.09,9.9,21.33,15.7,18.76,,17.15,5,24.36,3.3,23.52,5.9,18.52,8.4,19.2
May 2020,mountain-plains,Utah,Salt Lake City,100,26.67,8.1,51.02,7.5,33.51,4.7,40.9,2.1,37.56,1.3,31.91,1.3,25.18,1,51.53,5.1,28.57,1.6,25.71,5.1,37.53,2.7,16.32,1.6,22.63,5.8,11.81,2.5,14.14,1.7,15.27,9.2,23.28,16,19.32,,17.75,5.4,24.21,3.4,24.41,5.7,19.35,8.2,20.63
May 2018,mountain-plains,Missouri,Springfield,100,20.01,3.9,45.42,3.7,28.24,2.3,29.55,1.1,31.5,0.4,26.06,1.9,18.09,0.5,38.7,5.6,24.79,1.2,22.05,7.3,32.37,3.4,15.04,1.8,18.42,9.5,10.73,3,12.76,4.2,11.22,10.6,17.14,16.4,16.19,0.1,15.29,3.4,21.72,4.5,21.03,6.3,17.13,9.1,17.23
May 2019,mountain-plains,Missouri,Springfield,100,20.51,4.2,43.67,4.2,28.95,2.4,29.57,1,32.96,0.4,27.46,1.9,17.44,0.7,35.35,5.8,24.82,1.1,19.93,7.5,33.18,5.3,13.85,1.8,18.96,9.4,11.19,3,12.87,2.1,12.01,10.4,17.66,14.8,16.7,0.1,15.84,3.4,22.08,4.3,21.9,6.1,17.86,10.2,17.31
May 2020,mountain-plains,Missouri,Springfield,100,21.47,4.4,46.25,4.8,29.47,2.4,30.94,1,34.28,0.3,28.81,2,17.95,0.7,35.99,5.5,23.31,1.1,19.29,7.7,33.44,5.2,14.28,1.8,21.01,8.9,11.89,2.9,13.41,2,12.89,10.2,18.75,14.5,17.52,0.1,14.78,3.8,23.57,4.1,22.77,5.9,18.68,10.6,18.2
May 2020,mountain-plains,Utah,St. George,100,21.29,6.2,35.23,3.5,32.63,1.6,30.25,1,31.85,0.6,26.25,1.9,22.22,0.5,48.63,5.3,23.23,1,18.83,6.2,43.58,4.9,15.83,1.3,22.47,9.3,11.64,4,15.5,2.6,14.93,10.9,16.96,12.8,16.97,,,9.6,20.91,3.4,21.88,4.9,17.08,8.4,17.07
May 2018,mountain-plains,Missouri,St. Joseph,100,20.49,3.9,50.68,3.7,29.44,1.3,34.35,1.1,34.28,0.7,31.85,1.4,17.67,0.4,28.54,5.5,22.8,0.9,18.48,6.5,35.06,2.3,12.85,2.1,19.11,8.3,10.96,2.1,13.54,4.6,11.56,9.3,15.33,15.1,16.58,0.6,15.6,3.7,25.25,4.4,22.23,14.1,18.38,8.1,17.35
May 2020,mountain-plains,Missouri,St. Joseph,100,21.95,4.5,47.09,4.6,30.11,1.2,32.22,0.9,33.94,0.6,30.52,1.3,19.96,0.4,,4.3,23.36,0.8,19.64,6.8,38.43,5.1,13.45,2.4,20.26,7.7,12.09,2.1,14.35,1.5,13.47,9.7,17.74,13.7,18.44,0.3,17.96,4.2,27.38,4.5,23,13.9,19.75,9.5,17.05
May 2018,mountain-plains,Missouri,St. Louis,100,24.16,4.9,55.27,5.6,35.62,3.6,40.45,1.6,41.23,0.6,31.18,1.4,21.32,0.7,46.14,5.2,25.99,1.4,24.73,7,35.68,3,14.4,2.2,23.19,9.6,11.32,3,14.23,4.2,12.73,9.8,20.15,15.9,18.67,0.1,15.73,4,28.63,3.7,23.38,6,19.61,6.6,18.42
May 2019,mountain-plains,Missouri,St. Louis,100,24.88,5.4,54.53,6,36.19,3.5,40.85,1.6,42,0.8,30.85,1.4,21.89,0.8,44.08,5.4,26.9,1.3,25.21,6.5,35.4,4.6,13.93,2.3,23.76,9.6,11.84,3,14.41,2.3,13.71,9.5,21.42,14.3,19.6,0.1,16.46,3.9,29.74,3.7,24.3,6.2,20.33,7.9,18.32
May 2020,mountain-plains,Missouri,St. Louis,100,26.06,5.7,56.29,6.3,37.56,3.7,41.55,1.7,42.44,0.6,33.65,1.3,22.8,0.9,41.31,5.2,26.07,1.2,24.92,7.2,35.97,4.9,14.12,2.1,24.78,8.4,12.49,2.9,15.22,2.1,14.52,9.1,22.83,14.7,20.2,0.1,16.77,4.1,31.1,3.9,25.43,5.9,21.13,8.1,18.9
May 2018,mountain-plains,Kansas,Topeka,100,21.16,5,46.39,5.8,29.51,2.4,34.83,1.1,30.81,0.8,27.38,1.8,19.86,1,37.08,6.2,21.5,1.1,24.65,7.2,31.41,3.8,14.42,2.9,21.58,8.4,10.43,3.2,12.69,3.7,11.61,7.9,16.95,16.9,17.14,0.3,17.59,4.7,20.86,4.4,22.08,5.6,18.34,6,17.13
May 2019,mountain-plains,Kansas,Topeka,100,21.68,4.9,45.07,6.1,30.03,2.6,35.29,1.1,32.57,0.9,27.42,1.8,20.48,1,42.18,6.4,21.67,1,24.22,7.7,31.5,6.3,13.8,2.7,22.41,8.2,10.74,3.1,13.89,1.7,13.16,7.4,17.32,14.8,17.57,0.1,17.43,4.4,21.64,4.7,22.99,5.1,18.82,7.6,16.71
May 2020,mountain-plains,Kansas,Topeka,100,22.58,5.1,45.71,6.7,30.59,3.4,35.2,1.1,32.74,1,29.35,1.9,21.59,0.9,42.09,6.1,24.17,1.1,24.59,7.5,32.99,6.2,14.03,2.9,23.22,7.6,11.08,3.3,14.05,1.8,13.24,7,17.57,14.4,17.88,0.1,17.32,4.5,22.52,4.4,24.44,5.1,18.81,7.7,17.27
May 2018,mountain-plains,Kansas,Wichita,100,21.39,4,48.12,4.5,31.66,1.9,33.26,2.4,40.6,0.4,30.49,1.2,20.36,0.5,31.26,6.4,21.99,1.2,20.47,5.9,32.39,2.8,14.02,2.1,19.28,9.4,10.54,2.6,13.11,4,11.99,9.2,18.15,15.1,17.23,0.1,14.37,4.9,20.22,4.7,23.3,11,21.9,5.7,17.23
May 2019,mountain-plains,Kansas,Wichita,100,22.15,4,49.27,4.9,32.83,2,33.79,2.4,41.31,0.5,29.57,1.3,20.51,0.5,33.09,6.4,21.94,1.3,21.8,6,34.11,4.4,13.29,1.9,19.91,9.2,10.72,2.6,13.62,2.2,13.78,8.8,18.92,13.7,17.78,0.1,15.95,4.8,20.69,5,23.59,11.2,22.6,6.9,17.03
May 2020,mountain-plains,Kansas,Wichita,100,22.88,4.2,50.36,5.2,33.96,2.3,34.32,2.2,41.2,0.5,31.36,1.4,21.25,0.4,35.32,6.6,22.69,1.1,21.26,6.4,34.44,4.7,13.51,1.9,20.96,8.7,10.75,2.5,14.06,2,13.68,8.5,20.49,13.5,18.33,,15.71,4.7,21.2,4.8,24.13,11,22.8,7.3,17.57
May 2020,new-england,Massachusetts,Barnstable Town,100,27.53,6.4,49.37,3.3,41.39,1.1,43.11,1.4,43.58,1.4,42.76,1.8,27.24,0.7,37.48,6.2,31.86,1.1,26.87,7,45.06,5.5,18.18,2.4,32.86,11,16.54,4.7,19.95,2.1,20.74,12.3,20.47,12.4,22.46,,20.19,5.9,29,3.8,29.03,2.2,22.23,7.2,21.11
May 2018,new-england,Massachusetts,Boston,100,32.39,8.9,67.45,6.4,42.52,4.8,48.23,2.5,45.76,1.7,41.48,2,24.33,1,64.82,6.6,33.36,1.5,32.11,6.6,48.78,2.7,18.16,2.2,27.61,8.3,14.99,2.9,17.88,3.9,16.93,9,24.8,14,22.12,,17.36,3.5,31.29,2.7,27.41,3.9,20.84,5.1,19.9
May 2019,new-england,Massachusetts,Boston,100,33.29,9.2,67.91,6.8,43.35,4.9,49.34,2.4,47.21,1.8,44.04,2,24.64,0.9,65.79,6.4,33.92,1.5,33.22,6.3,48.74,4.5,17.41,2.1,28.49,8.3,15.63,2.9,18.6,2.4,19.02,8.8,25.63,12.4,23.61,,17.57,3.5,32.36,2.8,28.23,3.8,21.44,6.2,20.02
May 2020,new-england,Massachusetts,Boston,100,35.5,9.9,71,7.6,44.96,5.3,51.35,2.5,48.43,1.9,45.59,2,26.18,1,67.72,6.2,36.29,1.5,34.9,6.7,48.55,4.8,18.22,2.1,30.09,6.8,16.25,2.8,19.46,2,19.74,8.3,27.49,12.4,24.45,,18.25,3.4,33.51,2.8,29.36,3.8,22.47,6.2,20.78
May 2020,new-england,Connecticut,Bridgeport,100,35.57,9.2,84.17,8.2,49.42,3,51.07,2,48.31,0.6,49.25,1.7,29.86,1,64.77,7.4,32.81,1.6,38.51,5.8,48.38,4.4,17.13,2.4,27.73,7.1,15.95,3.8,18.3,2.5,20.18,9.5,29.56,13.5,25.04,0.1,14.99,2.7,32.12,2.9,30.31,4.3,24.99,6.4,19.53
May 2020,new-england,Vermont,Burlington,100,27.11,7.1,49.22,6.2,36.13,3.4,39.21,3,37.85,1.1,31.13,2.9,24,0.8,42.35,7.3,28.15,1.8,28.55,7.1,38.61,3.1,16.31,1.9,23.05,6.7,16.11,2.9,16.63,2.3,18.23,8.9,22.08,12.9,21.52,0.1,18.96,3.9,23.99,4,25.3,6.3,21.44,6.3,19.12
May 2020,new-england,Connecticut,Danbury,100,29.22,6.3,65.04,5.1,41.44,2.6,43.32,1.9,43.81,0.7,37.41,1.6,28.93,0.5,49.34,7,30.05,0.9,30.73,6.7,49.91,4.6,17.17,1.8,29.47,7.1,15.13,3.4,18.11,2,18.55,12.4,23.67,14.9,22.38,,16.04,4.2,28.53,3.4,25.55,6.1,21.97,6.7,19.48
May 2018,new-england,Connecticut,Hartford,100,29.24,7.8,62.85,6.2,37.97,3.7,44.49,2.2,42.32,0.7,39.63,2.2,27.69,1,54.63,7.1,31.35,1.3,29.8,6.5,44.88,3.2,17.25,1.8,25.92,7.5,13.78,2.9,16.75,3.8,14.98,8.6,21.82,15.6,21.75,,22.77,2.7,28.64,3.1,25.97,6.1,21.94,5.8,18.24
May 2019,new-england,Connecticut,Hartford,100,30.24,8.1,65.38,6.7,38.93,4,44.88,2.2,43.35,0.7,38.49,2.1,28.38,1.1,52.39,6.9,32.18,1.3,29.79,6.7,45.21,4.8,16.29,1.8,26.31,7.4,14.73,2.8,17.97,2.5,16.49,8.2,21.41,13.6,22.62,,19.53,2.8,29.55,3.1,26.82,6.2,23.01,6.9,18.32
May 2020,new-england,Connecticut,Hartford,100,31.61,8.4,67.1,7.1,39.39,4.2,44.64,2.6,44.1,0.7,40.58,2.1,28.53,1.2,55.85,7,33.25,1.3,36.52,6.7,45.72,5.3,16.55,1.9,26.81,6.2,15.67,2.7,19.19,2,17.1,7.8,22.62,13.9,23.2,0.1,17.54,2.7,29.96,3.2,27.52,6.1,23.97,6.8,18.9
May 2020,new-england,New Hampshire,Manchester,100,28.2,6.7,62.96,6.3,36.13,3.2,41.18,2.2,40.66,0.5,37.86,2.4,23.12,1,52.85,5.7,25.56,1.4,24.97,7.1,46.85,3.7,16.9,2,26.4,6.6,13.47,3.1,15.59,1.8,15.14,10.8,23.92,15.5,21.12,,15.66,3.6,25.34,4.5,28.07,4.7,21.08,7.3,17.96
May 2020,new-england,Connecticut,New Haven,100,29.8,6.5,64.47,4.3,38.61,1.9,44.12,1.3,45.69,1.2,40.71,2.4,28.2,0.7,53.18,9.4,36.54,1.1,28.74,7.5,45.05,5.4,17,2.4,28.42,6.7,15.14,3.5,19.04,1.8,20.13,9.2,24.27,14,23.03,0.1,17.34,3.3,31.02,3.2,28.53,5.6,21.79,8.5,17.85
May 2020,new-england,Connecticut,Norwich,100,28.66,5.3,61.54,3.8,38.58,2.7,44.79,,,1.1,45.92,2.1,26.22,0.5,49.43,6.5,31.35,1.1,34.06,6.4,44.18,4.2,18.08,2.8,27,10.1,15.46,3.8,16.65,,16.69,9.3,19.05,11.5,21.98,,17.58,4.5,28.49,3.1,28.81,4.4,28.07,6.6,18.82
May 2020,new-england,Maine,Portland,100,26.82,6.9,56.59,6.3,36.05,3.5,40.42,1.7,40,0.8,34.7,1.9,25.47,0.9,38.93,5.7,25.95,1.7,25.72,6.8,42.85,5.5,16.31,2,22.75,8.5,15.4,3.4,17.04,2.2,17.63,9.5,23.17,13.3,20.27,0.1,18.41,4.1,23.42,3.3,24.33,4.9,19.79,7.1,18.76
May 2018,new-england,Rhode Island,Providence,100,25.83,4.3,63.59,5.4,37.15,2.5,42.3,1.7,43.28,0.6,39.56,2.1,24.92,0.7,43.36,6.8,31.02,1.3,27.64,6.9,43.46,3.7,16.61,2.5,24.42,10.3,13.62,3.1,15.95,3.9,14.58,10.3,20.73,15,19.74,,18.25,3.6,26.6,3.3,24.29,6.5,19.73,5.8,17.28
May 2019,new-england,Rhode Island,Providence,100,26.89,4.3,65.54,5.7,38.56,2.6,43.78,1.7,44.13,0.7,40.49,2.1,25.57,0.7,43.93,6.7,32.62,1.5,29.69,7,44.74,5.2,16.49,2.6,24.71,10.3,14.19,3.3,16.17,2.4,16.07,10.1,21.6,13.2,21,,18.32,3.6,27.25,3.4,25.15,6.3,20.26,6.8,17.74
May 2018,new-england,Massachusetts,Springfield,100,25.26,6.3,51.74,4,33.05,1.8,38.6,1.2,39.87,0.6,33.9,3.6,22.49,,48.99,8.2,33.28,1.1,25.01,6.1,41.48,3.6,17.08,2.3,25.94,8.3,13.99,2.7,16.18,7.1,14.58,8.3,19.37,13.8,20.08,0.1,18.62,3.2,27.67,3.8,25.78,5.9,20.13,7.4,18.46
May 2020,new-england,Massachusetts,Springfield,100,26.78,6.2,53.63,4,36.56,2,39.96,1.1,40.65,0.6,37.24,3.4,24.57,0.4,46.01,8.7,34.31,1,27.64,6.5,40.54,8.4,17.03,2.7,26.93,7.6,15.76,3,17.98,2.6,17.14,7.9,20.77,12.9,21.73,0.1,20.3,3.4,29.17,3.7,26.34,5.7,21.88,8.2,19.26
May 2018,new-england,Massachusetts,Worcester,100,26.08,6.3,54.05,4.2,35.38,2.2,42.76,1.7,38.32,1,38.01,2.9,22.19,0.4,42.94,7.6,31.44,1.2,24.9,7.2,41.06,3.4,17.23,2,26.6,8.2,13.99,2.5,16.52,5.4,15.06,8.7,21,14.9,20.21,0.1,19.68,3.3,28.79,3.4,24.8,6.8,20.65,6.7,18.41
May 2020,new-england,Massachusetts,Worcester,100,28.56,6.6,57.49,4.7,37.4,2.6,46.36,1.6,40.36,1.3,39.95,3.2,24.17,0.5,42.71,7.4,34.11,0.9,25.79,7.6,45.37,6.7,16.88,2.2,27.89,7.1,15.41,2.6,17.78,1.9,18.81,8.2,22.61,12.8,22.5,0.1,18.42,3.4,29.44,3.4,26.87,6.9,21.35,8.2,19.46
May 2018,new-york-new-jersey,New York,Albany,100,26.16,5,57.42,6.1,34.74,3.5,38.65,2.3,43.61,1.7,32.24,2.2,25.07,1.2,47.64,7.9,29.58,1.3,29.32,6.7,37.6,2.7,15.02,2.2,26.33,8,13.48,3.3,14.66,3.8,14.71,8.9,19.96,16.7,20.02,,18.44,3.9,26.52,3.7,24.55,3.7,20.71,5.2,18.27
May 2019,new-york-new-jersey,New York,Albany,100,26.86,5.2,57.63,6.3,35.13,3.7,39.45,2.1,44.29,2,32.53,2.2,25.57,1.2,47.61,7.7,29.54,1.4,29.13,6.4,38.84,4,15.62,2.2,26.87,7.8,14.1,3.3,15.34,2.7,15.79,9,20.99,15,20.91,,21.95,3.9,27.97,3.8,25,3.7,21.47,6.4,18.56
May 2018,new-york-new-jersey,New Jersey,Atlantic City,100,23.1,3.8,58.38,3.8,35.33,1.9,41.8,0.7,40.45,0.3,33.52,2.3,23.15,0.6,39.85,6.3,30.01,1.6,26.22,6.2,42.37,3.7,15.27,3.6,24.22,15.1,12.94,5.1,15.06,6.7,14.06,10.9,16.17,12.5,18.57,0.1,15,3.7,30.83,3.5,24.03,2.2,17.03,5.3,19.75
May 2020,new-york-new-jersey,New Jersey,Atlantic City,100,25.32,4.4,60.65,3.9,36.55,2,44.09,0.8,46.04,0.5,38.25,2.2,25.42,0.8,46.32,6.9,31.25,0.9,26.59,6.8,43.16,4.3,15.96,4.1,26.24,12.9,13.8,5.3,15.79,5.5,16.61,9.8,18.7,12.2,19.68,0.1,14.33,3.6,33.26,3.7,26.19,2.1,19.72,7.3,19.62
May 2019,new-york-new-jersey,New York,Binghamton,100,23.95,3.4,57.95,4,33.18,2.5,41.95,2.3,37.65,0.7,30.61,2.5,22.98,0.6,37.34,8.4,31.43,1.1,22.34,7.1,37.89,5.4,15.36,2,27.34,10.1,13.71,3.5,14.01,2.2,14.67,9,17.44,13.4,18.86,,16.78,3.9,26.71,4,23.07,5.8,17.69,8,17.74
May 2018,new-york-new-jersey,New York,Buffalo,100,23.76,4,58.57,4.7,33.89,2.7,37.28,1.3,37.4,0.9,29.74,2,22.95,0.9,42.16,7.1,27.32,1.1,27.65,6.6,38.43,2.6,15.77,2.7,23.26,9.8,13.04,3,14.94,4.5,13.57,10.1,19.01,16.4,18.78,,17.2,3.6,25.14,3.8,23.5,6.4,19.95,5.9,17.22
May 2020,new-york-new-jersey,New York,Buffalo,100,25.62,4.1,59.76,5.6,35.6,2.5,38.34,1.5,38.59,0.9,32.54,2.2,23.79,1,39.71,7.3,28.97,1,27.22,7.1,39.4,4.8,15.62,2.6,26.78,8.2,14.85,2.8,15.79,2.3,15.9,9.3,20.88,15.7,20.58,,19.58,3.4,27.06,3.8,24.65,6.5,21.36,7.5,18.4
May 2020,new-york-new-jersey,New York,Elmira,100,23.63,3.6,54.5,2.9,33.55,0.8,32.27,1.4,37.04,0.2,33.74,2.4,24.87,0.4,51.7,7.1,24.2,0.7,26.16,8.1,37.91,5.2,16.08,4.1,31.52,8.7,14.98,2.6,14.87,2,15.24,11.6,17.7,12.2,19.73,,,3.6,25.78,4.5,25.11,9.9,21.11,8.1,17.64
May 2020,new-york-new-jersey,New York,Glens Falls,100,23.92,4.1,53.72,4,32.07,1.5,32.88,1.1,35.43,0.4,37.25,2,24.35,0.6,44.01,7.7,26.96,0.9,,7.3,36.21,6.3,17.34,3.8,27.34,8.4,16,3.7,16.46,2,16.16,9.9,19.87,13,19.12,0.1,16.53,4.7,24.26,5.2,22.95,7.4,19.66,6.1,17.4
May 2020,new-york-new-jersey,New York,Ithaca,100,31.07,4.3,65.47,4.7,36.8,4.5,43.99,1.3,42.2,3.2,33.13,3.6,28.06,0.5,46.33,14.9,48.49,1.7,34.64,6.3,38.61,2.9,16.99,1.3,31.43,7.8,16.97,3.8,16.84,2.4,17.65,6.8,19.68,16.2,22.64,0.3,23.5,2.7,26.3,3.5,24.23,3.3,22.07,3.8,18.01
May 2018,new-york-new-jersey,New York,New York,100,31.04,5.5,78.94,6.5,46.98,3.2,49.98,1,45.9,0.7,43.61,1.8,26.91,1.2,67.41,7.1,33.79,2.2,38.65,5.6,46.67,4.3,15.51,3.3,26.84,7.7,14.96,3.2,17.81,4.4,15.7,10,27.03,15.9,21.66,,17.04,3.4,32.73,3.1,26.93,3.1,19.69,6.5,20.42
May 2019,new-york-new-jersey,New York,New York,100,32.11,5.7,79.72,6.9,47.79,3.2,51.28,1,46.3,0.8,43.95,1.9,27.55,1.2,68.17,7.1,35.28,2.3,40.79,5.6,47.76,6.3,15.77,3.3,27.99,7.6,15.94,3.2,18.48,2.8,17.86,9.7,27.8,14,22.98,,17.68,3.5,33.59,3.1,27.52,3,20.25,7.8,20.29
